"Country","year","CPI","LNCPI","LNPCGDP","OPEN","FISCAL","FREEINV","LNFDI","FDI"
"Syria",2007,24,3.17805383034795,9.11125287987881,76.3793535157197,82.4,30,21.7986936891101,1465623386.27635
"Syria",2008,21,3.04452243772342,9.26426815214404,74.2279600990172,86.2,30,22.3601431311317,2569548271.53071
"Syria",2009,26,3.25809653802148,9.26762757702339,59.9438252393676,87,40,21.8011289176196,1469196863.48146
"Syria",2010,25,3.2188758248682,9.37759970893973,64.0101646947258,87,20,21.1984592699582,804162635.3
"Syria",2011,25.6,3.24259235148552,8.0231442006705,50.6960943456553,84.6,20,0,0
"Syria",2012,26,3.25809653802148,7.64702626125773,35.3686903315942,84.4,20,0,0
"Tunisia",2003,49,3.89182029811063,7.92313273128675,82.390340709916,68.8,50,20.8924135343897,592147521.67862
"Tunisia",2004,50,3.91202300542815,8.04281983083292,86.9253446966283,70.8,50,21.0777391452306,712714847.262546
"Tunisia",2005,49,3.89182029811063,8.06878019250341,90.2512478803945,70.9,30,22.5919582890826,3239909092.61659
"Tunisia",2006,46,3.8286413964891,8.12264560250138,93.9409304094308,73.3,30,21.8320561823489,1515345043.99628
"Tunisia",2007,42,3.73766961828337,8.23650845940682,104.059400976647,73.3,30,22.3721840351871,2600674976.49755
"Tunisia",2008,44,3.78418963391826,8.368131545741,114.343660218696,76.4,30,21.8385679769911,1525244857.52902
"Tunisia",2009,42,3.73766961828337,8.32566069408549,93.0168787876722,76.5,30,21.7049679798025,1334497694.56476
"Tunisia",2010,43,3.76120011569356,8.3766986224359,100.150491159739,74.4,35,20.5786238330477,432666011.578487
"Tunisia",2011,37.6,3.62700405039585,8.40736277334081,100.106184877565,73.7,35,21.8574184390007,1554269128.7808
"Tunisia",2012,41,3.71357206670431,8.38061435674202,101.550644949052,74.8,35,21.4733816298422,1058622582.18395
"United Arab Emirates",2003,52,3.95124371858143,10.4192739346509,102.300169490783,99.9,50,23.7193480492647,10003500000
"United Arab Emirates",2004,61,4.11087386417331,10.5004868541787,116.622612523831,99.9,50,23.8051695617678,10899931930
"United Arab Emirates",2005,62,4.12713438504509,10.5806440519361,119.552871642254,99.9,50,23.9663260844203,12805990470
"United Arab Emirates",2006,62,4.12713438504509,10.6432182136045,119.470669577786,99.3,30,24.0687053369771,14186521440
"United Arab Emirates",2007,57,4.04305126783455,10.6408779604226,136.798152865771,99.9,30,23.0383666811484,5062972005
"United Arab Emirates",2008,59,4.07753744390572,10.7032206590375,148.513544025723,99.9,30,21.5424182778388,1134288135
"United Arab Emirates",2009,65,4.17438726989564,10.3742470767189,153.461944358373,99.9,30,23.5907975853479,8796769641
"United Arab Emirates",2010,63,4.14313472639153,10.430971567805,143.877531844201,99.9,35,23.3838184537777,7152095826
"United Arab Emirates",2011,68.2,4.22244456484942,10.5762961042961,151.665953575846,99.9,35,23.6746962506618,9566651351
"United Arab Emirates",2012,68,4.21950770517611,10.6207537848026,164.249347960724,99.9,35,23.6952088288013,9764914527
